UAI;nom_etablissement;type;nature;type_contrat_brut;statut_contrat;adresse;code_postal;ville;code_dept;departement;region;telephone;email;site_web;siret;OPCO_probable;contact_decisionnaire;fonction_contact;profil_pedagogique_notes;etat
0672118N;Lycée professionnel agricole Schattenmann;Lycée;LYCEE PROFESSIONNEL;SOUS CONTRAT ETABLISSEMENT AGRICOLE;Sous contrat;88 Grand rue;67330;Bouxwiller;067;Bas-Rhin;Grand Est;03 88 70 70 64;contact@lycee-schattenmann.org;https://www.schattenmann-bouxwiller.org;40245838400011;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0881651S;Lycée professionnel Jeanne d'Arc;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 avenue de Herringen;88300;Neufchâteau;088;Vosges;Grand Est;03 29 94 03 20;direction-janeufchateau@orange.fr;https://lyc-jeanne-d-arc-neufchateau.monbureaunumerique.fr;78345839100035;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0570283Y;Ensemble scolaire Saint-Étienne - Site Anne de Méjanès (lycée professionnel);Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;3 rue Goussaud;57000;Metz;057;Moselle;Grand Est;03 87 30 13 85;secretariat.lycee@saintetiennemetz.fr;https://saintetiennemetz.fr/lycee-professionnel;78000241600011;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753824Z;Lycée privé Massillon;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 bis quai des Célestins;75004;Paris;075;Paris;Ile-de-France;01 53 01 91 60;direction@ecolemassillon.com;https://ecolemassillon.com/;30812697800011;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0940881X;Lycée Montalembert;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;28 boulevard Gambetta;94736;Nogent-sur-Marne;094;Val-de-Marne;Ile-de-France;01 48 73 76 46;ce.0940881X@ac-creteil.fr;https://www.institut-montalembert.org/;30413578300013;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0910831J;Lycée polyvalent agricole La Salle Igny;Lycée;LYCEE PROFESSIONNEL;SOUS CONTRAT ETABLISSEMENT AGRICOLE;Sous contrat;10 avenue de la Division Leclerc;91430;Igny;091;Essonne;Ile-de-France;01 69 35 15 00;accueil@lasalleigny.fr;https://www.lasalleigny.fr/;78428645200023;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0100056G;Collège Marguerite Bourgeoys;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;13 rue des Terrasses;10000;Troyes;010;Aube;Grand Est;03 25 73 17 15;ce.0100056G@ac-reims.fr;https://lasalle-troyes.fr/college-marguerite-bourgeoys;78034848800047;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0100047X;Lycée Saint-Bernard;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;8 rue du Palais de Justice;10000;Troyes;010;Aube;Grand Est;03 25 73 03 28;accueil@saint-bernard-troyes.fr;http://www.saint-bernard-troyes.fr;78034840500017;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753217P;Lycée polyvalent privé Sainte-Thérèse;Lycée;LYCEE PROFESSIONNEL;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;40 rue Jean de La Fontaine;75016;Paris;075;Paris;Ile-de-France;01 44 14 73 04;contact.sth@apprentis-auteuil.org;https://sainte-therese.apprentis-auteuil.org/;77568879900615;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0570225K;Annexe du lycée professionnel Inter-entreprises;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 allée René Cassin;57380;Faulquemont;057;Moselle;Grand Est;03 87 90 78 80;direction@lp-interentreprises.fr;https://lp-interentreprises.com;32266903700010;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0910882P;Ecole primaire privée Jeanne d'Arc;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;31 rue Alfred Leblanc;91220;Brétigny-sur-Orge;091;Essonne;Ile-de-France;0160841124;ce.0910882P@ac-versailles.fr;;78516972300026;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0910883R;Ecole primaire privée Saint Pierre;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;70 rue de Montgeron;91800;Brunoy;091;Essonne;Ile-de-France;0160479999;ce.0910883R@ac-versailles.fr;;78517365900034;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0910888W;Ecole primaire privée Notre-Dame;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;12 rue Jubé de la Pérelle;91410;Dourdan;091;Essonne;Ile-de-France;0164597153;ce.0910888W@ac-versailles.fr;;77571936200045;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0912397L;Ecole primaire privée Crayons de Miel;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;116 rue Georges Coubard;91800;Boussy-Saint-Antoine;091;Essonne;Ile-de-France;0612202331;crayonsdemiel@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0912406W;Ecole maternelle privée English Tree;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;2 rue de Chartres;91400;Orsay;091;Essonne;Ile-de-France;;info@ecoleenglishtree.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0573685W;école élémentaire privée ABCM Beausoleil;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;11 rue DES HIRONDELLES;57200;Sarreguemines;057;Moselle;Grand Est;0387985670;ce.0573685W@ac-nancy-metz.fr;;38336502000080;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0573772R;Ecole élémentaire spécialisée;Ecole;ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE;HORS CONTRAT;Hors contrat;4 rue Claire Oster;57200;Sarreguemines;057;Moselle;Grand Est;;;;83397526100011;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783616G;Ecole primaire privée Montessori International les Rayons de Soleil;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;34 rue de la Muette;78600;Maisons-Laffitte;078;Yvelines;Ile-de-France;0608235397;montessori.lesrayonsdesoleil@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783633A;Ecole primaire privée Graines du savoir;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;23 rue Gambetta;78130;Les Mureaux;078;Yvelines;Ile-de-France;0134744497;direction@grainesdusavoir.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783710J;Ecole primaire privée Montessori Trillium International School;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;9 rue de la Sabotte;78160;Marly-le-Roi;078;Yvelines;Ile-de-France;0671003580;contact@trillium-international-school.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783744W;Ecole primaire privée - Arbre bleu - Ecole Montessori;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;3 route Départementale 58 - Abbaye Notre Dame de la Roche;78320;Lévis-Saint-Nom;078;Yvelines;Ile-de-France;;communication@arbrebleu-montessori.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783760N;Ecole primaire privée EMB POISSY;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;26 rue Saint-Barthélémy;78300;Poissy;078;Yvelines;Ile-de-France;0660530365;contact@montessori-poissy.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783796C;Ecole maternelle privée cube school saint-germain-en-laye;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;23 rue FRANKLIN;78100;Saint-Germain-en-Laye;078;Yvelines;Ile-de-France;0749808777;HELLO.ST-GERMAIN-EN-LAYE@CUBE-SCHOOL.COM;;88870816100011;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0671608J;Collège privé Institution La Providence;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;3 impasse du tiroir;67000;Strasbourg;067;Bas-Rhin;Grand Est;03 88 32 44 56;ce.0671608J@ac-strasbourg.fr;http://www.providence-strasbourg.fr;53329492200083;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0932586F;Collège Saint-Vincent-de-Paul;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;18 boulevard Félix Faure;93200;Saint-Denis;093;Seine-Saint-Denis;Ile-de-France;01 48 22 34 56;ce.0932586F@ac-creteil.fr;https://stvincentstdenis.org/;78563812300071;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0752934G;Collège privé Saint-Michel de Picpus;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;53 rue de la Gare de Reuilly;75012;Paris;075;Paris;Ile-de-France;01 43 44 55 56;contact@saintmicheldepicpus.fr;http://www.stmicheldepicpus.fr/;34013895700089;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0950762M;Lycée Saint-Martin de France;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 avenue de Verdun CS 70025;95301;Pontoise;095;Val-d'Oise;Ile-de-France;01 34 25 48 00;contact@saintmartindefrance.fr;http://www.saintmartindefrance.fr;39062446800018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0922450N;Collège Notre-Dame;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;24 rue Alex Guilmant;92190;Meudon;092;Hauts-de-Seine;Ile-de-France;01 46 90 00 20;0922450N@ac-versailles.fr;http://www.indmeudon.com/;57980335400029;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0781974X;Lycée Saint-Exupéry;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;11 rue Michaël Faraday;78180;Montigny-le-Bretonneux;078;Yvelines;Ile-de-France;01 30 58 37 00;contact@ecolesaintexupery.com;https://www.saint-exupery78.com/;40854725500021;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0950760K;Collège Saint-Stanislas;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue des Pâtis BP 13;95520;Osny;095;Val-d'Oise;Ile-de-France;01 30 30 15 24;0950760K@ac-versailles.fr;http://institutionsaintstanislas.fr;40351492000012;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0771232W;Lycée Jeanne d'Arc - Saint-Aspais;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;18 boulevard Maginot;77300;Fontainebleau;077;Seine-et-Marne;Ile-de-France;01 64 22 24 89;contact-lycee@jasa.fr;http://www.jeanne-darc-st-aspais.com;78494236900033;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0080081V;Lycée Mabillon;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;23 avenue Martyrs de la Résistance;08200;Sedan;008;Ardennes;Grand Est;03 24 27 12 01;secretariat@mabillon.net;http://www.mabillon.net;78028773600018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0756020L;Collège privé Saint-Jean de Dieu;Collège;COLLEGE SPECIALISE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;205-207 rue de Javel;75015;Paris;075;Paris;Ile-de-France;01 53 68 43 00;;https://www.ec75.org/etablissement/saint-jean-de-dieu/;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0931369H;Lycée professionnel privé Françoise Cabrini;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;20 rue du Dr Sureau;93167;Noisy-le-Grand;093;Seine-Saint-Denis;Ile-de-France;01 48 15 16 25;direction.lp@cabrini.fr;http://cabrini.fr/;33993383000012;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754030Y;Lycée privé polyvalent Albert de Mun;Lycée;LYCEE POLYVALENT;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue d'Olivet;75007;Paris;075;Paris;Ile-de-France;01 43 06 33 09;secretariat@albertdemun.net;http://www.albertdemun.eu;78430857900027;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0940961J;Ecole primaire privée Saint Joseph;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 ter rue de la Citadelle;94230;Cachan;094;Val-de-Marne;Ile-de-France;0149691122;ce.0940961J@ac-creteil.fr;;77812841300045;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0950826G;Ecole primaire privée Notre-Dame;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;4 rue de Somme Py;95100;Argenteuil;095;Val-d'Oise;Ile-de-France;0139826207;ce.0950826G@ac-versailles.fr;;40268098700045;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0950833P;Ecole primaire privée Sainte Marie;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;24 rue Charles de Gaulle;95170;Deuil-la-Barre;095;Val-d'Oise;Ile-de-France;0139835953;ce.0950833P@ac-versailles.fr;;78584974600017;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0950834R;Ecole primaire privée Sainte Marguerite;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;39 rue Tarbe des Sablons;95600;Eaubonne;095;Val-d'Oise;Ile-de-France;0139595774;ce.0950834R@ac-versailles.fr;;78585405000016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0950857R;Ecole primaire privée Institution Le Rosaire;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;39 rue du Général de Gaulle;95320;Saint-Leu-la-Forêt;095;Val-d'Oise;Ile-de-France;0134183805;ce.0950857R@ac-versailles.fr;;31107901600052;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0951802T;Ecole primaire privée Montessori bilingue;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;106 rue ALEXANDRE PRACHAY;95590;Presles;095;Val-d'Oise;Ile-de-France;0139377210;ecolemontessori@wanadoo.fr;;43013309000018;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0952073M;Ecole élémentaire privée Leonard de Vinci;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;3 avenue Paul Langevin;95220;Herblay-sur-Seine;095;Val-d'Oise;Ile-de-France;0134148397;pa.senac.aep95@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0952197X;Ecole primaire privée Les petites souris de Montessori;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;44 rue DE LA FONTAINE D'AMOUR;95270;Viarmes;095;Val-d'Oise;Ile-de-France;0672334142;lespetitessourisdemontessori@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0952202C;Ecole primaire privé Gueoulat Israël des Institutions Loubavitch;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Inconnu;43 avenue du 8 Mai 1945;95200;Sarcelles;095;Val-d'Oise;Ile-de-France;0139921390;Devorah-Lea.Lahiany@ac-versailles.fr;;39295803900035;À vérifier;;;;
0952217U;Ecole primaire privée Internationale Trilingue de Cergy;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;32 rue DE VAUREAL;95000;Cergy;095;Val-d'Oise;Ile-de-France;0684768234;contact@advenadomi.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754045P;Lycée privé polyvalent Catherine Labouré;Lycée;LYCEE POLYVALENT;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;29 rue Gassendi;75014;Paris;075;Paris;Ile-de-France;01 43 22 02 62;catherine.laboure@wanadoo.fr;http://www.saintecatherinelaboure.com/;78457363600015;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754325U;Lycée privé Beth Hanna;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;49-51 rue Petit;75019;Paris;075;Paris;Ile-de-France;01 44 52 72 50;ce.0754325u@ac-paris.fr;;78441431000101;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0081138U;Section d'Enseignement Professionnel du Lycée polyvalent privé Saint-Paul;Lycée;SECTION D ENSEIGNEMENT PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;6 place Winston Churchill;08000;Charleville-Mézières;008;Ardennes;Grand Est;0324597479;ce.0080082w@ac-reims.fr;;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0512080J;Section d'Enseignement Professionnel du Lycée polyvalent privé Saint Michel;Lycée;SECTION D ENSEIGNEMENT PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;39 rue MARTIN PELLER;51100;Reims;051;Marne;Grand Est;0326776282;ce.0511145T@ac-reims.fr;;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0541921V;Ecole Silvya TERRADE Nancy;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;10 rue du Pont Mouja;54000;Nancy;054;Meurthe-et-Moselle;Grand Est;0383283422;nancy@groupe-terrade.com;;43879833200021;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0542295B;Lycée technologique privé Saint Michel;Lycée;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;Avenue Chartreuse de Bosserville CHARTREUSE DE BOSSERVILLE;54510;Art-sur-Meurthe;054;Meurthe-et-Moselle;Grand Est;0383334000;ce.0542295B@ac-nancy-metz.fr;;77812775300011;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0542535M;Association pour un Collège Montessori dans le Grand-Est;Collège;COLLEGE;HORS CONTRAT;Hors contrat;50 rue de la Commanderie;54000;Nancy;054;Meurthe-et-Moselle;Grand Est;0647859579;info@college-montessori-grand-est.fr;;84847335100023;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0542576G;Collège privé hors-contrat AVENIR;Collège;COLLEGE;HORS CONTRAT;Hors contrat;10 rue du Mouzon;54520;Laxou;054;Meurthe-et-Moselle;Grand Est;0612642141;ca.asaslaxou@gmail.com;;75204309100020;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0551028U;Lycée professionnel privé Notre Dame des vertus;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;32 rue du Général de Gaulle;55500;Ligny-en-Barrois;055;Meuse;Grand Est;0329770466;escli@escli.net;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0573543S;Ecole privée Esthétique Coiffure;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;9 RUE AUSONE;57000;Metz;057;Moselle;Grand Est;0387559666;guichard.gaspard@orange.fr;;79442989400015;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0573808E;Collège privé Plant B;Collège;COLLEGE;HORS CONTRAT;Hors contrat;6 bis route de Sierck;57480;Hunting;057;Moselle;Grand Est;0686699111;collegeplantb@gmail.com;;82229309800015;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673089U;Lycée Général Technologique Yunus Emre;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;14 rue Thomas Mann;67200;Strasbourg;067;Bas-Rhin;Grand Est;0388328444;info@yunus-emre.fr;;79295999100011;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673125H;Collège privé Parenthèse;Collège;COLLEGE;HORS CONTRAT;Hors contrat;3 rue de Phalsbourg;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388616044;bureau@parenthese-strasbourg.fr;;83367730500033;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673218J;Lycée privé International School Strasbourg;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;7 rue de Soultz;67100;Strasbourg;067;Bas-Rhin;Grand Est;0978809410;janel.hooven@internationalschoolstrasbourg.com;;92275354600022;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0681773H;Ecole secondaire privée Mathias Grunewald;Collège;COLLEGE;HORS CONTRAT;Hors contrat;4 rue Herzog;68124;Wintzenheim;068;Haut-Rhin;Grand Est;0962327301;secretariat@emg68.fr;;32048555000026;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0682141H;Section d'enseignement général et professionnel du lycée professionnel privé Don Bosco;Collège;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;60 rue d'Ensisheim;68270;Wittenheim;068;Haut-Rhin;Grand Est;0389526225;ce.0682141H@ac-strasbourg.fr;;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754338H;Ecole Terrade Paris Opéra;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;9 rue Volney;75002;Paris  2e  Arrondissement;075;Paris;Ile-de-France;0142610125;laurence.letrou@catherine-sertin.com;;52265980400036;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755898D;Ecole Canadienne Internationale de Paris;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;91 boulevard Exelmans;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0143870044;admissions@ecole-canadienne-paris.com;;81317785400011;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756051V;Collège privé La classe du phare;Collège;COLLEGE;HORS CONTRAT;Hors contrat;11 rue Neuve Popincourt;75011;Paris 11e  Arrondissement;075;Paris;Ile-de-France;0616827876;juliette_compagnion@yahoo.fr;;85200832500015;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756057B;Paris FC Collège;Collège;COLLEGE;HORS CONTRAT;Hors contrat;17 boulevard Jourdan;75014;Paris 14e  Arrondissement;075;Paris;Ile-de-France;0609925948;lmallet@sportetudes.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756120V;Collège privé Living School;Collège;COLLEGE;HORS CONTRAT;Hors contrat;93 rue Manin;75019;Paris 19e  Arrondissement;075;Paris;Ile-de-France;0625461956;annesophie.deoliveira@livingschool.fr;;49381033700037;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
